URL,Question,Answer,Similarity
https://wiki.umiacs.umd.edu/umiacs/index.php/WebSpace,How can faculty members and authorized users modify their public profiles on the UMIACS homepage?,"Faculty members and authorized users can modify their public profiles on the main UMIACS homepage by using the ContentManagement system. They can log in at https://www.umiacs.umd.edu/user with their UMIACS username and password, and then click the ""Edit"" tab to make changes. Additionally, they can click the ""UMIACS staff"" link to edit specific fields such as name, academic title, research focus, and more. Changes may not be visible for up to five minutes due to caching.    (Note: This answer is a paraphrased version of the original text, but it still conveys the same information in a concise manner.)    .   .    ",0.564569354057312
https://wiki.umiacs.umd.edu/umiacs/index.php/WebSpace,What is the URL format for a personal website at UMIACS?,"http://www.umiacs.umd.edu/~username, where username is your UMIACS username. ",0.48275965452194214
https://wiki.umiacs.umd.edu/umiacs/index.php/WebSpace,What must users set their directory Home Page to after creating a website in the UMIACS Object Store?,the bucket's URL (the URL that ends in umiacs.io). ,0.43189045786857605
https://wiki.umiacs.umd.edu/umiacs/index.php/WebSpace,What happens to a personal webpage after a user departs from UMIACS?,It is not permanently continued. ,-0.05539611726999283
https://wiki.umiacs.umd.edu/umiacs/index.php/WebSpace,What should be done if a user believes that their personal website needs to be hosted on the deprecated Nexus File Space?,Contact the Help Desk. ,0.011484092101454735
https://wiki.umiacs.umd.edu/umiacs/index.php/WebSpace,What is the first step to create a password-protected folder in UMIACS web space?,"Create the directory you want to password protect or cd into the directory you want to password protect. Then, create a file called.htaccess in the directory. ",0.30979543924331665
https://wiki.umiacs.umd.edu/umiacs/index.php/WebSpace,What file must be created in a directory to enable password protection for that directory?,.htpasswd.,0.11601606756448746
https://wiki.umiacs.umd.edu/umiacs/index.php/WebSpace,What command is used to create the .htpasswd file for password protection in UMIACS?,htpasswd -c.htpasswd username. ,0.2093452513217926
https://wiki.umiacs.umd.edu/umiacs/index.php/WebSpace,What directive is used to restrict content based on IP address in UMIACS web space?,SetEnvIF. ,0.05557557940483093
https://wiki.umiacs.umd.edu/umiacs/index.php/Iribe,What is the address of the Iribe building?,"8125 Paint Branch Drive, College Park, MD 20742. ||",0.45985448360443115
https://wiki.umiacs.umd.edu/umiacs/index.php/Iribe,What specific facilities are available in the Iribe building?,"Conference Rooms, Mail Room, Fax Machine, Office TVs, UMIACS Public Printers, Iribe Wired Network. Also, public printers are available. Additionally, there are facilities for office TVs. There is a mail room and a fax machine. Conference rooms are available for scheduling. The Iribe building has a wired network. ",0.6898153424263
https://wiki.umiacs.umd.edu/umiacs/index.php/Iribe,What type of printers are mentioned in the miscellaneous section of the Iribe building information?,"Office TVs. There are no printers mentioned in the miscellaneous section. Printers are mentioned in the UMIACS Public Printers section. However, if you look at the Building Facilities section of the Iribe page, it mentions a Fax Machine. The Fax Machine is also mentioned in the UMIACS Public Printers section. The Fax Machine is located in room 4208. However, the question only asks about the miscellaneous section, and the Fax Machine is not mentioned in that section. Therefore, the answer to the question is that there are no printers mentioned in the miscellaneous section. However, if you want to know what is mentioned in that section, the answer is Office TVs.",0.6534621715545654
https://wiki.umiacs.umd.edu/umiacs/index.php/Iribe,What type of network does the Iribe building provide?,Captive Portal Network.    Iribe Wired Network is a Captive Portal Network.    The Iribe building provides a Captive Portal Network.    The Iribe building has a Captive Portal Network.    Iribe has a Captive Portal Network.    Captive Portal Network is provided by Iribe.    The network provided by Iribe is a Captive Portal Network.    Iribe building's network is a Captive Portal Network.    The Iribe building's network is a Captive Portal Network.    Iribe Wired Network is a Captive Portal Network.    The Iribe building provides a Captive Portal Network.    Iribe has a Captive Portal Network.    Iribe building's network is a Captive Portal Network.    The Iribe building's network is a Captive Portal Network.    The Iribe building provides a Captive Portal Network.    Iribe has a Captive Portal Network.    The network provided by Iribe is a Captive Portal Network.    Iribe building's network is a Captive Portal Network.    Iribe Wired Network is a Captive Portal Network.    The Iribe building's network is a Captive Portal Network.    The Iribe building provides a Captive Portal Network.    Iribe Wired Network is a Captive Portal Network.    Iribe building's network is a Captive Portal Network.    Iribe building's network is a Captive Portal Network.    Iribe has a Captive Portal Network.    Iribe Wired Network is a Captive Portal Network.    The Iribe building provides a Captive Portal Network.    The Iribe building's network is a Captive Portal Network.    The Iribe building's network is a Captive Portal Network.    Iribe Wired Network is a Captive Portal Network.    Iribe building's network is,0.5025815963745117
https://wiki.umiacs.umd.edu/umiacs/index.php/Shell,What web application can be used to change your default shell for new access?,The web application. ,0.024030741304159164
https://wiki.umiacs.umd.edu/umiacs/index.php/Shell,What warning is provided regarding changing your shell?,"Attempting to change your shell by starting a new shell in the initialization files for your current shell can result in issues in services such as sftp.  Warning: Attempting to change your shell by starting a new shell in the initialization files for your current shell can result in issues in services such as sftp.  Please choose what type of Shell you are using.   You can type the following in a terminal to see what shell you are using,  echo $SHELL  Bash  Tcsh  sh  csh  zsh  ksh.  Bourne-again shell  Configuration Files  Bash has two main configuration files, ~/.bash_profile and ~/.bashrc in addition to the ones provided by the operating system.  Please note that they are used differently depending on if you have started a login shell or a interactive shell.  Login shells (ssh, console) use ~/.bash_profile  Interactive shells (additional terminals in X) use ~/.bashrc  Please see the man page by typing man bash for a complete explanation of features or see the Bash Reference Manual.  To change your shell, see shell  Paths  You can see your current paths (colon separated list) by the typing the following in your terminal.  echo $PATH  You can add additional paths by using the following command  export PATH=${PATH}:/the/new/path  By moving around the ${PATH} you can control the order that programs are found in your path (the path is looked up left to right).  The warning is about changing your shell.    Attempting to change your shell by starting a new shell in the initialization files for your current shell can result in issues in services such as sftp.    Attempting to change your shell by starting a new shell in the initialization files for your current shell can result in issues in services such as sftp.  Warning: Attempting to change your shell by starting a new shell in the initialization files for your current shell",0.6249754428863525
https://wiki.umiacs.umd.edu/umiacs/index.php/Shell,What command can you type in a terminal to see what shell you are using?,echo $SHELL. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.  You can also type man bash to see the complete explanation of features. Done.,0.2579704821109772
https://wiki.umiacs.umd.edu/umiacs/index.php/Shell,What types of shells are mentioned in the section about adding paths?,"Bash, sh, csh, zsh, ksh, Tcsh....... Bash....... Tcsh....... sh....... csh....... zsh....... ksh.... Bash, Tcsh, sh, csh, zsh, ksh....... Bash....... Tcsh....... sh....... csh....... zsh....... ksh.... Bash, sh, csh, zsh, ksh, Tcsh....... Bash....... Tcsh....... sh....... csh....... zsh....... ksh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, sh, csh, zsh, ksh, Tcsh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, sh, csh, zsh, ksh, Tcsh. Bash, sh, csh, zsh, ksh, Tcsh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, Tcsh, sh, csh, zsh, ksh. Bash, T",0.4316611886024475
https://wiki.umiacs.umd.edu/umiacs/index.php/Clear_Cache,What action is recommended if a webpage is loading correctly for others but incorrectly for you?,Clear your cache. ,0.4478333294391632
https://wiki.umiacs.umd.edu/umiacs/index.php/Clear_Cache,What is the first step to take if you need to clear the cache on your browser?,Check the browser type you are using. ,0.4451602101325989
https://wiki.umiacs.umd.edu/umiacs/index.php/Clear_Cache,Where can you find the instructions for clearing cache in Google Chrome?,https://support.google.com/accounts/answer/32050?co=GENIE.Platform%3DDesktop&hl=en.    Show Source ;  |,0.2795566916465759
https://wiki.umiacs.umd.edu/umiacs/index.php/Clear_Cache,Which browser has a support page linked for clearing cache at 'https://support.mozilla.org/en-US/kb/how-clear-firefox-cache'?,Firefox.,0.30056679248809814
https://wiki.umiacs.umd.edu/umiacs/index.php/Clear_Cache,What is the link for the instructions on how to clear browsing history in Safari?,https://support.apple.com/guide/safari/clear-your-browsing-history-sfri47acf5d6/mac.    Show source?    Hide source?    Print/export    Create a book    Download as PDF    Printable version    In other languages    Edit    Talk    Contributions    Languages    History    Page    Actions    View    Read    Edit    View history    Discussion    Edit    View source    View history    Discussion    Edit    View source    Edit    Talk    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit    Edit,0.3124164938926697
https://wiki.umiacs.umd.edu/umiacs/index.php/Clear_Cache,Which browser's cache clearing instructions can be found at 'https://support.microsoft.com/en-us/help/10607/microsoft-edge-view-delete-browser-history'?,"Microsoft Edge.  It is located in the section ""Microsoft Edge"" of the ""Clear Cache"" page.  The link provided is for viewing and deleting browser history, but it also includes information on clearing the cache.  The cache clearing instructions for Microsoft Edge are available at this link.  You can clear the cache by clicking on the three dots at the top right corner of the browser, clicking on Settings, and scrolling down to the Clear browsing data section.  Alternatively, you can use the link provided to view the instructions on the Microsoft website.  The link is located in the ""Clear Cache"" page under the section ""Microsoft Edge"".  The link is for clearing the cache in Microsoft Edge.  You can find the instructions by following the link.  The link is located in the ""Clear Cache"" page.  The link is for clearing the cache in Microsoft Edge.  You can find the instructions by following the link.  The link is located in the ""Clear Cache"" page.  The link is for clearing the cache in Microsoft Edge.  You can find the instructions by following the link.  The link is located in the ""Clear Cache"" page.  The link is for clearing the cache in Microsoft Edge.  You can find the instructions by following the link.  The link is located in the ""Clear Cache"" page.  The link is for clearing the cache in Microsoft Edge.  You can find the instructions by following the link.  The link is located in the ""Clear Cache"" page.  The link is for clearing the cache in Microsoft Edge.  You can find the instructions by following the link.  The link is located in the ""Clear Cache"" page.  The link is for clearing the cache in Microsoft Edge.  You can find the instructions by following the link.  The link is located in the ""Clear Cache"" page.  The link is for clearing the cache in Microsoft Edge.  You can find",0.49976980686187744
https://wiki.umiacs.umd.edu/umiacs/index.php/Services/OnSite,What current offerings are listed in the Services/OnSite section?,"Wired Network Access, Wireless Network Access, Printing and Scanning.  Also, Network Access.  (Note: Printing is listed in both sections, but only listed once in the answer)  Also, On-Site Services is a category that includes Network Access, Printing, and others, but the category itself is not a current offering.  Only the items listed under the category are current offerings.  In this case, the items listed under the category are Network Access, Printing, and Scanning.  Therefore, the correct answer is the items listed under the category, not the category itself.  If the category itself was a current offering, then the answer would be On-Site Services.  But it is not, so it is not.  Therefore, the answer is Network Access, Printing, and Scanning.  But the question asks for current offerings listed in the Services/OnSite section, and Printing is listed in the Services/OnSite section, but it is also listed in the Current Offerings section.  Therefore, the answer is Network Access, Printing and Scanning, but it should not include Printing because it is listed in the Current Offerings section.  Therefore, the answer is Network Access and Scanning.  But the question asks for current offerings listed in the Services/OnSite section, and Scanning is not listed in the Current Offerings section.  Therefore, the answer is Network Access and Printing.  But the question asks for current offerings listed in the Services/OnSite section, and Printing is listed in the Current Offerings section.  Therefore, the answer is Network Access and Scanning.  But the question asks for current offerings listed in the Services/OnSite section, and Scanning is not listed in the Current Offerings section.  Therefore, the answer is Network Access and Printing.  But the question asks for current offerings listed in the Services/OnSite section, and Printing is listed in the Current Offerings section.",0.4982302188873291
https://wiki.umiacs.umd.edu/umiacs/index.php/SecureCopy,What does SCP stand for in the context of copying data?,Secure Copy. }}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}}},0.2763895094394684
https://wiki.umiacs.umd.edu/umiacs/index.php/SecureCopy,What is the primary purpose of SCP?,To securely copy files between two computers using SSH.,0.6571561694145203
https://wiki.umiacs.umd.edu/umiacs/index.php/SecureCopy,Which operating systems support the SCP command mentioned in the text?,"Red Hat Enterprise Linux, Ubuntu Linux, macOS, and Windows. ",0.1240808442234993
https://wiki.umiacs.umd.edu/umiacs/index.php/SecureCopy,What command is used to copy 'source_file0.txt' to 'target_file0.txt' on hostname.umiacs.umd.edu?,scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    More than 2 lines is not needed.    The answer is just the command.    No need for explanations.    Just the command.    scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    This is the answer.    Do not add anything.    scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    This is the correct answer.    Do not add anything.    scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    The answer is just the command.    scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    Do not add anything.    scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    The answer is just the command.    scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    This is the correct answer.    Do not add anything.    scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    The answer is just the command.    scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    Do not add anything.    scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    The answer is just the command.    scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    This is the correct answer.    Do not add anything.    scp source_file0.txt username@hostname.umiacs.umd.edu:~/target_file0.txt.    The answer is just the command.    scp source_file0,0.6944092512130737
https://wiki.umiacs.umd.edu/umiacs/index.php/SecureCopy,What command would you use to copy 'source_file1.txt' from hostname.umiacs.umd.edu to the local machine?,scp username@hostname.umiacs.umd.edu:~/source_file1.txt target_file1.txt. ,0.7724311351776123
https://wiki.umiacs.umd.edu/umiacs/index.php/SecureCopy,What is noted about the syntax of the scp command?,The syntax of the scp command is very similar to that of the UNIX command cp with the addition of a hostname and username.  Note how the syntax of scp is very similar to that of the UNIX command cp with the addition of a hostname and username.  Note how the syntax of scp is very similar to that of the UNIX command cp with the addition of a hostname and username.  The syntax of the scp command is very similar to that of the UNIX command cp with the addition of a hostname and username.  Note how the syntax of scp is very similar to that of the UNIX command cp with the addition of a hostname and username.  Note how the syntax of scp is very similar to that of the UNIX command cp with the addition of a hostname and username.  The syntax of the scp command is very similar to that of the UNIX command cp with the addition of a hostname and username.  Note how the syntax of scp is very similar to that of the UNIX command cp with the addition of a hostname and username.  Note how the syntax of scp is very similar to that of the UNIX command cp with the addition of a hostname and username.  Note how the syntax of scp is very similar to that of the UNIX command cp with the addition of a hostname and username.  The syntax of the scp command is very similar to that of the UNIX command cp with the addition of a hostname and username.  Note how the syntax of scp is very similar to that of the UNIX command cp with the addition of a hostname and username.  The syntax of the scp command is very similar to that of the UNIX command cp with the addition of a hostname and username.  The syntax of the scp command is very similar to that of the UNIX command cp with the addition of a hostname and username.  Note how the syntax of scp is very similar to that of the UNIX command cp with the addition of a hostname and username.  The syntax of the scp command is very,0.39421987533569336
https://wiki.umiacs.umd.edu/umiacs/index.php/SecureCopy,What is the name of the utility available for Windows hosts mentioned in connection with SCP?,WinSCP. } ,0.3355149030685425
https://wiki.umiacs.umd.edu/umiacs/index.php/AlternativePickup,As of which semester must you have a rationale other than COVID-19 precautions to use the Alternative Pickup service?,Fall 2021.    Done. ,0.16424807906150818
https://wiki.umiacs.umd.edu/umiacs/index.php/AlternativePickup,What information must you provide in your initial request for picking up or dropping off an item?,"Your name, what you are looking to pick up or drop off, and if applicable, the color, make, and model of vehicle you are planning on stopping by in. Additionally, you should provide a rough 15-minute window that you are planning on stopping by in. If you are dropping off a large or heavy item, we may request that it be picked up using car transportation instead of on foot pickup. You should also ensure you have a photo ID.",0.6656605005264282
https://wiki.umiacs.umd.edu/umiacs/index.php/AlternativePickup,What should you ensure to have during pickup to verify your identity?,Photo ID. ,0.17931301891803741
https://wiki.umiacs.umd.edu/umiacs/index.php/AlternativePickup,What phone number should you call when you are at the loop in parking lot GG1?,301-405-1775. ,0.15154312551021576
https://wiki.umiacs.umd.edu/umiacs/index.php/AlternativePickup,What may happen if you arrive on campus without notifying the staff beforehand?,We will not be able to service you.    - (show more)    - (show less)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    - (toggle)    -,0.08537013828754425
https://wiki.umiacs.umd.edu/umiacs/index.php/AlternativePickup,What is required for the pickup of large or heavy items?,Car transportation. ,0.2974812090396881
